"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-15","Channel-14","Channel-13","Channel-12","Channel-11","Channel-10","Channel-9","Channel-8","Channel-7","Channel-6","Channel-5","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
1077715,3925,500000,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1
1077717,3927,500000,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1
1077720,3930,500000,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1
1077723,3933,500000,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
1077725,3935,500000,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
1077728,3938,500000,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1
1077731,3941,500000,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1
1077733,3943,500000,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1077736,3946,500000,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1
1077739,3949,500000,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1
1077741,3951,500000,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1
1077744,3954,500000,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
1077747,3957,500000,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1
1077749,3959,500000,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1
1077752,3962,500000,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1
1077755,3965,500000,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1
1077757,3967,500000,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1
1077760,3970,500000,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
1077763,3973,500000,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
1077765,3975,500000,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1
1077768,3978,500000,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1
1077771,3981,500000,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1
1077773,3983,500000,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1
1077776,3986,500000,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1
1077779,3989,500000,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1
1077781,3991,500000,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1
1077784,3994,500000,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1
1077787,3997,500000,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1
1077789,3999,500000,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
1077792,4002,500000,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1
1077795,4005,500000,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1
1077797,4007,500000,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1
1077800,4010,500000,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1
1077803,4013,500000,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
1077805,4015,500000,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1
1077808,4018,500000,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
1077811,4021,500000,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1
1077813,4023,500000,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1077816,4026,500000,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
1077819,4029,500000,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
1077821,4031,500000,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1
1077824,4034,500000,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1077827,4037,500000,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1
1077829,4039,500000,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
1077832,4042,500000,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
1077835,4045,500000,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
1077837,4047,500000,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1
1077840,4050,500000,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
1077843,4053,500000,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1
1077845,4055,500000,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1
1077848,4058,500000,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1
1077851,4061,500000,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
1077853,4063,500000,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1
1077856,4066,500000,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1
1077859,4069,500000,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1
1077861,4071,500000,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1077864,4074,500000,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1
1077867,4077,500000,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1
1077869,4079,500000,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1
1077872,4082,500000,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1
1077875,4085,500000,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1
1077877,4087,500000,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1
1077880,4090,500000,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1
1077883,4093,500000,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
1077885,4095,500000,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1
1077888,4098,500000,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1
1077891,4101,500000,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1
1077893,4103,500000,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
1077896,4106,500000,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
1077899,4109,500000,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1
1077901,4111,500000,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1
1077904,4114,500000,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
1077907,4117,500000,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
1077909,4119,500000,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1
1077912,4122,500000,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1
1077915,4125,500000,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
1077917,4127,500000,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
1077920,4130,500000,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1
1077923,4133,500000,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1
1077925,4135,500000,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
1077928,4138,500000,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
1077931,4141,500000,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
1077933,4143,500000,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1
1077936,4146,500000,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1077939,4149,500000,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
1077941,4151,500000,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
1077944,4154,500000,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1
1077947,4157,500000,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1077949,4159,500000,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1
1077952,4162,500000,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
1077955,4165,500000,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1
1077957,4167,500000,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1
1077960,4170,500000,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1
1077963,4173,500000,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1
1077965,4175,500000,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1
1077968,4178,500000,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1
1077971,4181,500000,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1
1077973,4183,500000,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
1077976,4186,500000,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1
1077979,4189,500000,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
1077981,4191,500000,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1
1077984,4194,500000,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1
1077987,4197,500000,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1
1077989,4199,500000,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1
1077992,4202,500000,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1
1077995,4205,500000,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
1077997,4207,500000,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1
1078000,4210,500000,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1
1078003,4213,500000,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
1078005,4215,500000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1078008,4218,500000,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
1078011,4221,500000,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1
1078013,4223,500000,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1
1078016,4226,500000,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
1078019,4229,500000,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
1078021,4231,500000,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1
1078024,4234,500000,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1
1078027,4237,500000,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
1078029,4239,500000,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1
1078032,4242,500000,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1
1078035,4245,500000,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
1078037,4247,500000,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1078040,4250,500000,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1
1078043,4253,500000,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1
1078045,4255,500000,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1078048,4258,500000,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
1078051,4261,500000,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1
1078053,4263,500000,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1
1078056,4266,500000,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1
1078059,4269,500000,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1
1078061,4271,500000,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1
1078064,4274,500000,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1
1078067,4277,500000,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
1078069,4279,500000,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1
1078072,4282,500000,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1
1078075,4285,500000,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1078077,4287,500000,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1
1078080,4290,500000,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
1078083,4293,500000,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
1078085,4295,500000,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
1078088,4298,500000,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1
1078091,4301,500000,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
1078093,4303,500000,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1
1078096,4306,500000,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
1078099,4309,500000,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1
1078101,4311,500000,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
1078104,4314,500000,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1
1078107,4317,500000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1078109,4319,500000,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
1078112,4322,500000,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1
1078115,4325,500000,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1
1078117,4327,500000,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1
1078120,4330,500000,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1
1078123,4333,500000,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1
1078125,4335,500000,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1
1078128,4338,500000,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1078131,4341,500000,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1
1078133,4343,500000,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1
1078136,4346,500000,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1
1078139,4349,500000,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1
1078141,4351,500000,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1
1078144,4354,500000,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1
1078147,4357,500000,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1
1078149,4359,500000,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1
1078152,4362,500000,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1
1078155,4365,500000,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1
1078157,4367,500000,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1
1078160,4370,500000,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1
1078163,4373,500000,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1
1078165,4375,500000,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1
1078168,4378,500000,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1
1078171,4381,500000,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
1078173,4383,500000,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1
1078176,4386,500000,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1
1078179,4389,500000,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1
1078181,4391,500000,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1
1078184,4394,500000,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
1078187,4397,500000,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1
